record_id,sector,employees,month,revenue_usd,opex_usd,accounts_receivable_days,inventory_days,loan_balance_usd,owner_injections_usd,cashflow_stress_next_month
R00336,Retail,47,2025-07,50820.72,43806.55,64,23,16193.29,373.22,0
R00337,Logistics,41,2025-06,32889.29,19974.6,41,0,62097.96,0,0
R00338,Hospitality,75,2024-03,68381.45,59842.47,10,28,32720.93,6780.66,0
R00339,Healthcare,21,2025-07,21855.9,21382.62,14,25,28438.33,7709.14,0
R00340,Retail,108,2024-11,85732.25,51623.12,14,25,39156.08,3981.99,0
R00341,Retail,86,2025-01,76540.79,70599.47,43,20,48094.29,1853.53,0
R00342,IT Services,88,2025-04,73861.12,55097.14,57,27,64800.64,3042.92,0
R00343,IT Services,50,2025-05,48150.56,29040.59,41,48,90293.05,0,0
R00344,Healthcare,98,2024-08,85802.29,62075.14,48,45,33776.61,8540.13,0
R00345,Manufacturing,12,2024-08,19743.69,21216.72,10,61,88425.72,0,0
R00346,Hospitality,60,2024-03,49310.87,46235.12,56,22,56160.59,4431.95,0
R00347,Hospitality,82,2024-03,56362.27,54165.63,51,8,15147.98,641.78,0
R00348,Hospitality,22,2024-07,23112.79,17516.18,76,22,5936.28,2937.68,0
R00349,Retail,5,2025-03,7256.23,4611.58,40,55,15937.55,0,0
R00350,Manufacturing,66,2024-09,60202.52,59950.1,31,0,26610.7,0,0
R00351,Retail,117,2024-12,93841.4,88967.66,24,43,28354.3,0,1
R00352,Hospitality,106,2024-10,81698.31,78215.15,67,26,43303.19,322.57,0
R00353,Manufacturing,23,2024-12,19529.09,17199.14,47,40,0,0,0
R00354,Healthcare,68,2024-12,55817.34,38338.86,41,29,20912.83,1705.21,0
R00355,Retail,67,2025-08,57103.04,38556.1,30,40,74954.35,0,0
R00356,Hospitality,22,2025-05,38404.32,29741.63,49,55,49104.88,8032.58,0
R00357,IT Services,110,2024-02,80534.76,64214.35,33,2,55151.61,4060.05,0
R00358,Retail,51,2025-07,33605.15,30390.1,48,6,6845.87,0,0
R00359,Manufacturing,108,2024-01,78508.69,56019.78,51,26,0,3301.41,0
R00360,Retail,25,2024-01,36035.92,22218.73,46,32,61180.07,833.52,1
R00361,Logistics,8,2024-12,9194.09,5920.21,36,40,40968.17,2998.33,0
R00362,IT Services,52,2024-04,44347.06,47581.92,58,35,59779.02,3895.97,1
R00363,Logistics,109,2024-04,100251.65,72482.37,13,35,23506.56,6033.52,0
R00364,IT Services,101,2025-05,68096.38,43642.13,18,29,41299.96,0,1
R00365,Retail,70,2024-08,53198.11,43144.95,25,23,37887.18,0,1
R00366,Hospitality,109,2024-05,94178.56,101116.76,62,37,52685.44,581.53,0
R00367,Healthcare,97,2025-02,64116.02,39136.41,45,18,1600.46,8546.88,0
R00368,IT Services,80,2025-01,84210.47,83100.72,42,2,14969.15,11836.36,0
R00369,Logistics,62,2024-10,44321.14,40335.28,52,23,10991.16,4416.81,1
R00370,IT Services,4,2024-09,7436.41,4377.62,66,14,41008.53,1145.66,0
R00371,Hospitality,27,2024-11,21479.02,20315.54,43,48,37944.5,183.14,0
R00372,Hospitality,111,2024-05,90979.34,85681.42,28,8,39636.92,8079.05,0
R00373,Logistics,114,2025-02,107870.54,77050.36,38,43,41050.52,6859.19,0
R00374,Retail,107,2025-05,95372.07,76158.89,61,34,83877.9,5093.3,0
R00375,Logistics,117,2025-07,86251.88,61589.45,54,17,23839.34,5424.07,0
R00376,Hospitality,13,2024-03,39598.3,28613.18,68,62,20065.62,0,0
R00377,IT Services,43,2024-11,48422.71,36582.94,36,2,29420.51,0,0
R00378,Hospitality,15,2025-04,19066.37,20085.78,43,48,38027.44,0,0
R00379,Logistics,9,2024-03,9078.54,6512.11,21,0,71046.48,2099.51,0
R00380,Hospitality,34,2025-08,37347.11,31120.48,31,0,31549.29,5064.5,0
R00381,IT Services,31,2024-08,36107.03,25993.87,52,25,41595.64,0,0
R00382,Manufacturing,32,2024-10,35079.56,35096.57,34,28,56734.8,4245.97,0
R00383,Hospitality,104,2025-04,84131.58,52284.38,18,15,37953.05,0,0
R00384,IT Services,62,2024-01,46536.25,34286.76,60,0,4426.71,0,0
R00385,Healthcare,41,2025-06,45915.8,45474.0,50,75,39256.58,0,1
R00386,Manufacturing,26,2024-08,39451.62,33743.99,43,33,62315.51,3562.25,0
R00387,Logistics,49,2024-05,38620.96,33699.89,34,4,99637.96,1917.54,0
R00388,Manufacturing,67,2025-01,52672.91,47128.4,21,40,10695.3,2540.07,0
R00389,Hospitality,72,2024-01,55782.47,41199.8,44,24,66721.87,310.5,0
R00390,Logistics,56,2024-08,54922.56,54077.15,42,0,22605.94,1845.46,0
R00391,Hospitality,9,2024-09,30853.63,23289.76,40,54,48558.54,0,0
R00392,Manufacturing,98,2025-06,78306.25,56765.97,64,48,63110.38,4324.66,0
R00393,IT Services,120,2025-05,78560.33,80667.89,28,47,0,0,0
R00394,Logistics,103,2024-03,95051.81,65096.6,59,34,17777.66,0,1
R00395,Hospitality,74,2024-02,74742.04,46565.28,51,47,30752.33,3435.93,0
R00396,Retail,120,2025-04,98582.92,81401.83,40,34,25126.26,7599.47,0
R00397,Hospitality,83,2024-08,62205.97,55949.18,26,59,36541.33,3779.36,0
R00398,Manufacturing,10,2024-01,15779.82,15728.66,35,17,68131.04,8647.74,0
R00399,Healthcare,13,2024-03,31635.53,22259.32,55,33,1511.92,5221.62,0
R00400,IT Services,77,2024-10,72916.03,47759.84,43,0,33109.3,6393.36,0
R00401,Healthcare,44,2025-06,33198.71,34521.91,52,39,21018.21,0,0
R00402,Retail,98,2025-07,74449.68,74023.83,43,45,15843.14,9702.8,0
R00403,Hospitality,16,2024-08,17418.79,18772.85,56,36,45420.74,0,0
R00404,Logistics,69,2025-01,46396.12,47509.68,47,13,7613.71,5736.96,0
R00405,Hospitality,72,2025-03,65683.08,51336.82,33,18,6095.58,0,0
R00406,Manufacturing,114,2025-03,105006.2,84688.18,69,33,44553.24,0,0
R00407,IT Services,120,2025-04,104245.35,88557.84,31,0,56055.69,0,0
R00408,Manufacturing,58,2024-02,55611.76,45668.35,28,0,32014.99,2428.52,0
R00409,Manufacturing,96,2025-03,84355.85,57030.52,21,24,0,3910.4,0
R00410,Manufacturing,101,2025-03,103014.92,74300.91,58,42,47693.17,7723.11,0
R00411,Hospitality,9,2024-03,4000,3409.25,46,41,28061.03,0,0
R00412,IT Services,61,2025-06,62280.9,67107.39,46,24,35017.1,3350.66,0
R00413,Healthcare,77,2024-12,72029.36,60695.08,58,38,36358.61,1494.87,1
R00414,Logistics,45,2024-07,28573.99,27677.03,51,12,22622.84,861.58,0
R00415,IT Services,66,2024-05,58399.39,51346.33,35,22,30541.78,931.81,0
R00416,Retail,27,2025-07,16768.6,15468.94,30,14,26737.59,10592.17,0
R00417,Retail,108,2025-03,69999.34,56494.01,40,0,0,1370.63,0
R00418,Hospitality,99,2025-02,96714.14,93391.43,33,49,22126.32,8464.88,0
R00419,Healthcare,50,2025-01,57261.53,57786.54,10,41,31575.21,842.24,0
R00420,Healthcare,61,2024-08,56209.72,37618.34,60,29,53262.02,8703.89,1
R00421,Retail,21,2025-03,28728.71,28916.01,26,22,38949.28,226.57,0
R00422,Retail,17,2025-04,9531.64,5562.94,44,0,5859.27,333.11,0
R00423,Logistics,106,2025-07,97045.93,85800.32,48,73,8291.09,4072.85,1
R00424,Retail,85,2025-04,74697.43,58174.0,34,38,30591.49,4997.56,0
R00425,Manufacturing,33,2024-11,26777.31,21990.53,75,17,0,1460.19,0
R00426,Retail,13,2025-02,34567.18,33989.37,43,40,53721.98,15504.27,0
R00427,Hospitality,104,2025-05,93604.29,83293.73,37,17,55063.04,5399.4,0
R00428,Manufacturing,55,2024-06,62166.51,58280.6,24,27,88194.53,6555.82,0
R00429,IT Services,118,2025-02,102255.14,59381.6,10,35,33879.61,0,0
R00430,Hospitality,81,2024-09,75513.48,59920.06,48,0,6672.76,3674.91,1
R00431,Manufacturing,11,2024-07,13268.91,9514.05,52,42,11268.04,0,1
R00432,Logistics,47,2024-09,49545.92,51462.75,17,16,42385.26,6949.89,0
R00433,Hospitality,8,2024-05,22306.58,15265.1,33,44,66068.71,15.28,1
R00434,Manufacturing,120,2024-08,91056.59,73562.89,51,32,28715.85,1254.73,1
R00435,Logistics,69,2024-04,58774.8,34849.8,57,21,28050.88,5039.61,0
R00436,IT Services,52,2024-05,34667.13,34993.42,40,54,67894.05,652.41,0
R00437,Logistics,43,2024-06,34739.33,35281.02,33,9,47089.02,3481.21,0
R00438,Retail,93,2024-01,73488.93,53392.58,32,24,0,2493.38,0
R00439,Retail,57,2025-02,53837.01,45546.26,49,0,30908.39,9275.69,0
R00440,Logistics,66,2024-03,56932.51,49261.43,22,28,22021.66,0,1
R00441,Healthcare,15,2024-07,7036.43,7302.54,42,35,48939.73,6976.38,1
R00442,IT Services,49,2024-05,43894.48,29985.6,49,20,565.82,5950.88,0
R00443,Manufacturing,94,2024-04,75348.68,74933.43,52,42,37636.04,11940.24,1
R00444,Logistics,37,2025-06,27275.67,26639.79,35,21,50058.91,0,0
R00445,Logistics,25,2025-04,38282.8,27759.34,49,19,44327.45,6950.74,0
R00446,Healthcare,3,2025-03,5736.9,3935.32,18,38,12077.12,0,0
R00447,Logistics,115,2024-07,97148.07,64233.29,81,65,1414.57,2877.49,1
R00448,Logistics,53,2025-04,65469.32,54746.92,51,35,52443.66,5505.15,1
R00449,Manufacturing,107,2024-09,78351.92,69381.62,34,24,61466.42,1397.45,0
R00450,Manufacturing,12,2024-07,7809.55,4543.19,25,31,32340.54,0,0
R00451,Logistics,25,2025-07,15560.08,11110.56,28,41,4636.0,3109.3,0
R00452,Manufacturing,50,2025-04,38242.86,28285.46,59,28,26484.15,0,0
R00453,Retail,20,2024-04,19755.35,18806.0,11,25,30045.83,466.94,0
R00454,Retail,93,2024-09,80214.67,63722.54,40,31,50323.71,11010.5,0
R00455,Logistics,81,2024-08,76297.36,62408.39,23,25,52856.89,7664.14,0
R00456,Logistics,3,2024-06,8263.25,6126.05,31,32,99256.87,7026.51,0
R00457,Hospitality,5,2024-12,9699.11,9765.53,16,10,18939.82,9582.01,0
R00458,Manufacturing,25,2024-09,55880.55,49904.55,63,28,870.79,0,1
R00459,Hospitality,65,2024-11,51053.14,48238.99,34,0,37643.79,8929.2,0
R00460,Hospitality,14,2024-12,31240.27,18474.72,48,0,50713.82,8309.91,0
R00461,Healthcare,110,2024-09,66586.43,57618.15,48,6,32699.27,0,0
R00462,Healthcare,30,2025-03,41245.01,27403.97,41,15,45933.15,0,0
R00463,Manufacturing,63,2024-05,54351.06,44599.67,37,7,29062.87,3329.15,0
R00464,Hospitality,40,2024-02,35217.25,27138.88,10,26,5536.36,730.31,0
R00465,Retail,72,2025-07,51935.82,32310.92,73,38,66900.22,0,0
R00466,IT Services,77,2024-04,64462.68,57474.64,15,35,0,0,1
R00467,Manufacturing,50,2025-08,64711.12,45126.62,37,16,86871.93,2377.1,1
R00468,Manufacturing,89,2025-05,68068.42,66766.53,43,0,54812.16,7851.14,0
R00469,Healthcare,91,2025-04,80606.06,74909.19,64,69,30057.66,857.91,0
R00470,Logistics,12,2024-11,6617.88,4947.56,90,19,62938.64,0,0
R00471,Healthcare,89,2025-04,61103.69,58624.29,15,18,59708.34,3894.1,0
R00472,Retail,9,2024-08,7330.31,4414.56,60,25,64867.05,6239.22,0
R00473,Retail,49,2024-11,48179.06,33310.35,54,22,46044.88,0,1
R00474,IT Services,99,2024-08,75053.45,67222.93,25,43,29667.92,0,0
R00475,Hospitality,107,2024-04,111521.58,100874.68,19,16,9022.42,5036.31,0
R00476,Healthcare,17,2024-04,22258.9,22304.31,30,0,19172.36,189.49,0
R00477,Manufacturing,82,2025-06,77970.36,57902.42,59,20,29173.16,4248.53,0
R00478,Retail,18,2024-03,30153.55,21689.4,63,44,39230.88,2433.28,0
R00479,Hospitality,75,2024-06,46130.73,45802.66,29,46,35743.28,324.43,0
R00480,Logistics,52,2025-05,45064.72,33963.75,35,68,44233.81,0,0
R00481,Hospitality,18,2025-01,14958.16,13566.5,24,20,53650.86,9066.09,0
R00482,Manufacturing,77,2025-06,65051.72,55881.06,47,0,50269.26,870.8,0
R00483,IT Services,79,2025-07,74069.57,53464.51,80,24,63964.89,1672.62,0
R00484,Hospitality,44,2024-03,38851.37,30318.2,17,21,30351.64,227.81,0
R00485,Retail,53,2025-03,25349.29,16837.57,46,32,16154.93,3658.04,0
R00486,Logistics,47,2024-04,26187.76,15227.06,19,18,92217.3,4843.18,0
R00487,Logistics,10,2024-06,12414.0,10770.54,44,11,43358.28,9638.68,0
R00488,Healthcare,109,2024-12,99137.8,99081.87,25,23,31813.87,0,0
R00489,Logistics,94,2024-08,66675.21,41508.46,34,5,69727.54,0,0
R00490,Logistics,35,2024-04,40089.9,41666.72,46,25,78910.19,14004.21,0
R00491,Retail,3,2024-03,4000,3580.42,46,11,26704.73,9321.28,0
R00492,Healthcare,79,2025-02,67189.74,54569.86,31,18,0,3463.28,1
R00493,Healthcare,19,2024-04,22287.78,16571.64,64,47,20133.2,9366.55,0
R00494,Logistics,24,2024-09,33515.15,31801.27,31,29,28016.11,4531.19,1
R00495,Manufacturing,42,2025-08,45745.01,36475.6,50,13,0,11425.54,0
R00496,Manufacturing,59,2025-03,59056.71,60287.94,36,35,24325.93,6215.46,0
R00497,Retail,75,2024-09,56009.3,34942.04,14,17,46634.22,6773.82,0
R00498,Logistics,6,2025-02,4000,3705.42,36,26,23604.28,9112.57,0
R00499,Healthcare,24,2024-07,13915.38,9077.51,10,40,49132.61,0,0
R00500,IT Services,104,2025-04,80640.66,70240.7,65,1,84236.4,5881.65,0
R00501,IT Services,48,2025-07,38776.22,34981.27,10,47,92101.81,3506.06,0
R00502,Manufacturing,78,2024-12,83634.95,69159.02,10,49,36853.91,1377.81,0
R00503,Retail,99,2024-04,91756.03,78481.81,45,13,43418.22,164.21,0
R00504,Logistics,75,2024-08,53013.03,34433.38,43,35,39108.66,0,0
R00505,Retail,48,2024-07,47985.48,29867.76,54,73,34007.31,5162.83,0
R00506,IT Services,19,2024-01,30532.72,29814.68,29,32,24598.85,103.6,1
R00507,Retail,13,2024-02,5134.38,5138.67,10,36,46622.37,3370.17,0
R00508,IT Services,24,2024-10,21256.53,15775.49,48,21,21791.77,18378.83,0
R00509,IT Services,5,2024-10,12519.8,13046.22,32,60,32073.86,3412.21,1
R00510,IT Services,92,2024-11,81333.71,67795.21,31,44,88989.65,0,0
R00511,Manufacturing,27,2024-05,22190.69,15740.3,13,59,16113.97,3284.96,1
R00512,IT Services,108,2025-01,96391.36,89820.17,54,20,15904.5,7121.14,0
R00513,Logistics,27,2024-02,24608.4,14852.96,30,38,34530.73,0,0
R00514,Manufacturing,62,2024-11,64782.7,37675.16,10,25,67246.9,6508.43,0
R00515,Logistics,65,2024-07,55421.16,50798.69,68,63,27.04,3044.51,1
R00516,Manufacturing,116,2024-09,90860.2,84154.79,31,62,62706.73,5769.57,1
R00517,Manufacturing,92,2024-07,73779.25,75357.32,17,51,11061.49,9788.93,0
R00518,Manufacturing,55,2025-04,42644.56,34356.91,53,40,34990.97,1662.58,0
R00519,Hospitality,91,2024-01,74782.7,79573.84,61,19,53565.96,7065.02,0
R00520,IT Services,9,2025-01,5258.59,5508.33,56,73,78356.78,11555.63,0
R00521,Logistics,42,2025-08,40368.2,38151.95,50,24,0,0,0
R00522,Hospitality,60,2025-03,34199.75,30555.46,42,33,46668.55,4007.96,0
R00523,Healthcare,99,2024-09,91873.72,97997.89,13,49,21776.0,2276.01,0
R00524,Healthcare,19,2024-08,12943.17,7814.23,62,19,65728.69,8184.08,0
R00525,Hospitality,12,2024-02,19494.23,19771.07,40,54,41996.07,2905.26,0
R00526,Retail,42,2024-07,41925.16,36588.12,55,0,11301.12,2011.35,0
R00527,Logistics,73,2024-06,67376.11,54984.86,26,21,25400.46,4102.4,0
R00528,Retail,97,2025-04,65271.39,57452.52,53,55,42919.86,6228.31,0
R00529,Manufacturing,101,2025-08,95908.11,90398.59,38,9,45513.4,4075.64,0
R00530,Manufacturing,24,2024-11,18481.08,15839.48,52,39,36141.21,295.35,0
R00531,Logistics,90,2024-09,76340.91,66491.62,56,12,0,4640.89,1
R00532,Healthcare,89,2024-09,76189.93,74909.72,10,15,22449.01,2102.02,0
R00533,Healthcare,89,2025-01,73203.53,53056.99,59,0,47330.01,4607.09,0
R00534,Retail,102,2024-12,73822.08,65675.0,48,16,44658.09,2662.1,0
R00535,Retail,62,2024-09,63924.1,40050.07,59,47,63241.59,0,0
R00536,Hospitality,32,2024-07,32807.82,33849.96,50,41,30238.38,7433.92,0
R00537,Retail,96,2024-07,73605.82,56195.05,30,50,19255.39,5445.08,0
R00538,Hospitality,59,2024-02,58745.5,39147.76,68,20,42065.26,0,0
R00539,Retail,82,2025-04,79228.2,46997.78,34,42,8649.53,4024.62,0
R00540,Healthcare,46,2025-07,51368.17,54669.97,58,20,39174.16,1244.11,0
R00541,Manufacturing,27,2024-01,23216.49,24317.51,36,21,31043.74,4668.16,0
R00542,IT Services,59,2025-05,47033.36,32834.7,19,27,55298.38,1474.78,0
R00543,Hospitality,18,2024-03,13763.05,9807.01,59,59,81992.64,0,0
R00544,Manufacturing,63,2024-08,68587.83,71836.96,34,10,49026.97,7265.16,0
R00545,Manufacturing,107,2025-07,83639.01,86181.03,38,25,57613.14,11937.02,1
R00546,Logistics,80,2024-09,48602.46,39183.1,40,32,28248.34,7252.18,0
R00547,Logistics,44,2025-05,37349.01,21724.11,51,35,44408.96,8583.74,0
R00548,Retail,41,2025-06,44299.01,38093.67,41,37,56318.33,4401.4,0
R00549,Healthcare,76,2024-10,50906.23,30131.42,35,18,29456.67,5279.03,1
R00550,Healthcare,115,2025-01,91832.26,56435.1,22,28,40241.85,0,0
R00551,Healthcare,114,2024-01,79851.48,52658.24,34,42,67346.61,1494.85,0
R00552,IT Services,79,2024-06,68262.37,71847.85,29,10,12971.19,10772.33,0
R00553,Retail,49,2024-06,38615.67,33812.35,20,26,21858.8,3823.19,0
R00554,IT Services,46,2024-02,50421.62,34834.97,34,17,31845.81,0,0
R00555,Retail,57,2025-08,42815.87,34138.75,41,24,50971.64,7637.01,0
R00556,Manufacturing,96,2024-12,85587.82,60783.04,51,0,35815.87,0,1
R00557,Manufacturing,43,2024-12,45574.48,35471.74,37,56,27442.42,0,0
R00558,Logistics,43,2024-07,27670.22,16059.77,11,54,29969.92,7201.83,0
R00559,Hospitality,96,2025-06,72199.46,47247.18,50,14,27747.93,354.85,0
R00560,Retail,84,2024-01,68167.9,72523.15,35,0,55325.83,0,0
R00561,Retail,54,2024-11,42970.38,41440.45,28,36,25167.11,0,0
R00562,IT Services,25,2024-08,45332.21,41257.8,38,9,80809.28,123.04,0
R00563,Healthcare,86,2024-12,63088.9,41697.55,45,51,15334.52,4085.76,0
R00564,Hospitality,9,2025-08,13089.43,8790.9,18,5,92689.03,3316.75,0
R00565,Logistics,119,2024-01,83533.9,69859.37,48,64,62746.39,0,0
R00566,Healthcare,97,2024-02,80163.39,60875.28,35,65,23512.88,10257.81,0
R00567,IT Services,42,2025-07,45601.33,48515.99,47,26,71148.92,9235.7,0
R00568,Hospitality,100,2025-07,67835.17,51190.72,42,12,65707.74,770.4,0
R00569,Manufacturing,17,2025-04,26260.86,23528.22,34,5,18298.15,0,0
R00570,IT Services,111,2025-08,97804.07,76472.65,39,30,0,0,0
R00571,IT Services,15,2025-04,12679.94,11503.69,71,32,20698.84,8093.14,1
R00572,Healthcare,108,2025-01,86009.07,86083.71,35,46,36305.89,7874.14,0
R00573,Healthcare,100,2024-04,94153.93,93556.78,34,33,59987.8,619.74,1
R00574,Retail,15,2025-04,23839.45,25238.51,44,11,62353.04,0,1
R00575,Manufacturing,18,2024-03,11987.92,9894.17,46,37,56027.1,3090.86,1
R00576,Healthcare,4,2024-04,25606.27,16420.78,47,33,84764.05,0,0
R00577,IT Services,103,2024-10,83749.29,51406.12,62,34,39676.22,2926.97,1
R00578,Logistics,62,2024-09,51758.93,36702.42,10,6,22917.07,0,1
R00579,IT Services,116,2024-01,105739.08,64315.49,59,27,20251.9,0,1
R00580,IT Services,68,2024-09,71443.71,76033.29,38,22,47262.4,7921.44,0
R00581,Logistics,96,2024-04,84848.32,56151.94,62,23,70647.18,2312.07,1
R00582,Retail,83,2025-04,67375.79,49804.35,42,13,7807.66,6432.73,1
R00583,IT Services,102,2024-01,80808.73,52894.36,19,34,0,814.62,0
R00584,Manufacturing,68,2024-08,45317.36,46210.23,50,23,44564.65,0,0
R00585,Healthcare,77,2024-11,57856.16,59284.93,44,5,25568.17,0,0
R00586,Hospitality,52,2025-03,35676.83,33187.56,34,24,48158.17,5922.6,1
R00587,Healthcare,69,2024-10,64005.98,58214.12,62,0,18131.26,8232.43,0
R00588,IT Services,106,2025-08,80690.96,86134.07,28,19,25457.65,3511.36,0
R00589,Logistics,24,2024-05,15582.58,15555.32,52,0,56361.2,4142.27,0
R00590,Healthcare,4,2025-04,4000,4236.01,63,30,47735.08,7495.45,1
R00591,Hospitality,96,2024-04,81291.94,58046.37,30,21,54153.3,5540.6,0
R00592,Hospitality,19,2024-06,22402.22,18750.9,56,43,51536.07,13621.75,0
R00593,Retail,94,2025-05,83641.81,69208.8,32,30,53364.85,1918.08,0
R00594,Manufacturing,30,2025-06,49633.9,42590.75,60,17,34189.99,8631.7,0
R00595,IT Services,88,2024-04,80698.78,55464.85,59,37,31554.26,0,0
R00596,Hospitality,80,2024-04,67807.45,59118.0,34,29,24133.39,0,0
R00597,Healthcare,33,2024-12,26665.68,25502.26,25,10,87600.13,4135.38,0
R00598,Logistics,108,2025-08,86089.25,62927.81,30,31,42667.42,3254.51,0
R00599,IT Services,120,2024-07,92776.0,76652.52,18,26,53318.75,8531.1,0
R00600,IT Services,7,2024-09,6089.79,4197.02,38,63,29812.11,4106.97,1
R00601,Logistics,111,2024-08,93785.54,89647.73,64,69,0,2656.64,0
R00602,Manufacturing,3,2025-05,10747.89,9668.05,27,31,2486.31,5651.33,0
R00603,Hospitality,48,2024-11,35530.21,29250.71,30,52,56662.2,2522.19,0
R00604,Healthcare,31,2025-07,21186.79,17601.35,10,28,49982.96,2399.7,0
R00605,Logistics,120,2024-06,113218.23,68837.74,32,1,50045.8,850.75,0
R00606,Healthcare,62,2025-01,45505.84,47760.93,45,22,32772.08,0,0
R00607,IT Services,22,2024-04,24045.52,20852.63,43,20,25769.65,2816.29,0
R00608,Healthcare,114,2024-01,98290.98,79117.98,40,76,40657.33,4483.94,0
R00609,Retail,11,2025-02,22279.14,16599.18,48,21,10216.02,6580.88,0
R00610,Retail,61,2025-04,46359.51,43473.0,47,17,9116.62,0,0
R00611,Manufacturing,18,2025-07,18342.83,15148.1,21,51,11139.13,0,0
R00612,Manufacturing,111,2024-04,90619.89,58701.24,27,2,38321.07,2914.51,0
R00613,Healthcare,117,2024-07,79824.92,51104.24,32,21,53808.21,0,0
R00614,Hospitality,10,2024-04,4000,3874.59,43,70,49352.33,1854.97,0
R00615,Manufacturing,108,2025-06,97552.62,67313.56,30,44,65742.38,0,0
R00616,Healthcare,118,2024-12,106652.1,89313.67,60,0,0,822.48,0
R00617,Logistics,75,2025-07,70952.74,49250.95,22,19,2686.24,8708.49,0
R00618,Logistics,21,2024-04,36404.3,37627.46,41,60,10910.06,0,0
R00619,Hospitality,83,2025-06,75725.63,54387.43,41,9,46514.82,440.17,1
R00620,IT Services,11,2025-01,19288.97,19400.86,10,9,35863.23,0,0
R00621,Manufacturing,92,2024-03,68489.74,53660.24,26,37,21798.93,5727.77,1
R00622,IT Services,8,2024-08,4000,2531.58,38,38,37626.35,249.98,0
R00623,Hospitality,4,2024-06,8641.42,8239.13,10,18,32938.94,205.65,0
R00624,Hospitality,85,2024-04,71638.98,67760.8,71,9,50730.99,9237.2,0
R00625,Retail,90,2024-09,63137.37,51998.45,71,74,18986.13,4963.56,1
R00626,IT Services,31,2024-12,28029.56,20281.99,36,10,54646.91,0,0
R00627,Healthcare,104,2024-10,81846.25,65507.7,34,46,54865.04,1588.75,0
R00628,IT Services,53,2025-06,38986.7,40517.71,21,62,25803.83,10399.32,1
R00629,IT Services,32,2024-06,31220.31,33006.66,62,32,3333.24,0,0
R00630,Hospitality,81,2025-08,69361.8,44593.65,54,39,35281.66,0,1
R00631,Hospitality,3,2024-04,33551.15,34724.67,14,30,36972.9,11583.98,0
R00632,Logistics,110,2025-04,93994.46,78880.84,64,24,44901.57,9152.98,1
R00633,Hospitality,89,2024-06,74561.26,50083.64,28,15,70532.02,5545.61,0
R00634,Manufacturing,63,2024-10,58412.16,62290.72,38,42,11010.85,7841.24,0
R00635,Healthcare,119,2025-03,91963.05,77188.93,40,3,36165.21,4671.63,0
R00636,Logistics,107,2024-09,94780.45,58565.95,32,45,16507.22,5798.14,0
R00637,IT Services,19,2024-03,31394.37,24109.63,21,31,59920.53,11941.82,0
R00638,Retail,108,2025-06,86013.12,74005.67,28,54,63550.55,0,1
R00639,Hospitality,66,2025-01,42133.54,36313.27,35,18,26192.43,5785.19,1
R00640,Retail,30,2024-06,29894.34,22063.04,60,13,13485.39,1536.81,0
R00641,Logistics,118,2024-10,92287.43,68506.45,45,32,25496.83,4219.32,1
R00642,Healthcare,40,2024-04,45469.84,31597.41,25,0,56482.86,12087.67,0
R00643,Logistics,113,2024-04,102009.67,65931.17,67,41,39822.96,15072.13,0
R00644,Logistics,22,2024-07,31773.23,23061.49,52,18,0,7835.7,0
R00645,Retail,6,2024-07,13935.24,9263.38,45,27,27299.76,0,0
R00646,Healthcare,65,2024-04,45091.65,35529.3,54,13,44546.11,0,0
R00647,Hospitality,94,2024-01,71226.23,61374.27,30,58,0,0,1
R00648,Retail,68,2025-07,53259.05,50109.7,35,52,18709.92,4519.11,0
R00649,Manufacturing,36,2024-02,55472.87,47139.97,48,28,12849.33,5065.54,0
R00650,Logistics,115,2025-08,83104.24,52323.72,46,13,47024.65,7397.19,0
R00651,Manufacturing,63,2025-08,64436.69,66008.91,66,0,41641.39,2624.69,0
R00652,Manufacturing,34,2024-09,30800.24,31638.14,47,3,46575.32,1113.98,0
R00653,Logistics,115,2024-05,90796.04,89395.16,66,50,20543.64,3012.64,0
R00654,IT Services,45,2025-05,43225.86,30503.74,10,48,54841.79,8021.11,0
R00655,IT Services,27,2025-08,7225.75,5344.67,23,38,42801.27,7741.29,0
R00656,Hospitality,41,2024-06,39016.78,22883.8,28,0,60739.36,1739.84,0
R00657,Manufacturing,82,2024-09,73754.79,57166.22,37,15,31559.4,8794.63,0
R00658,Healthcare,6,2024-11,17857.61,16418.56,41,34,56359.64,1528.22,0
R00659,Healthcare,98,2025-01,70077.04,43130.36,36,12,11053.31,4988.33,0
R00660,IT Services,7,2024-10,4000,3738.16,53,46,86192.08,1513.68,1
R00661,IT Services,115,2024-02,104223.54,81613.95,31,16,44057.9,1660.28,0
R00662,Manufacturing,63,2025-08,54556.23,31805.52,68,16,39736.69,9646.93,1
R00663,Hospitality,27,2024-03,32908.97,34377.88,43,71,60213.9,0,1
R00664,Retail,99,2025-05,77964.4,79698.41,18,35,2333.91,7624.67,0
R00665,IT Services,71,2025-06,58307.22,44318.19,17,11,72908.13,4739.14,0
R00666,Retail,68,2025-07,68570.42,68540.74,24,36,12794.95,0,0
R00667,Healthcare,73,2025-03,81238.28,69608.53,30,24,54867.41,0,1
R00668,IT Services,68,2024-02,61514.57,59198.88,34,47,78095.19,0,0
R00669,IT Services,69,2024-10,61747.44,58586.85,10,7,25812.66,5038.63,0
R00670,Retail,99,2024-11,92703.58,97528.61,40,38,12628.28,3898.79,1
R00671,IT Services,57,2025-08,44069.58,26690.0,52,50,52417.8,8312.28,1
